,出港航班号FLT,出港停机位,出港机型TYS,出港是否流控管制,起飞跑道,推出时间窗,排队长度,同时段离港,同时段进港,推出滑行时间
4328,9C8635,94,5,1,3,14,1,9,0,960
4329,FM9227,25,15,0,2,15,4,4,0,475
4330,MU5137,29,9,1,2,14,2,6,0,775
4331,9C8845,86,5,1,3,15,1,8,0,840
4332,MU2510,52,15,0,2,15,2,4,0,660
4333,9C8957,96,1,1,3,15,2,4,0,780
4334,MU5571,58,15,1,2,15,3,6,0,897
4335,9C8815,10,5,1,3,15,2,6,0,834
4336,MU5389,47,6,1,2,15,2,5,0,679
4337,HO1095,28,1,1,2,15,3,4,0,744
4338,9C8835,84,5,0,3,15,3,5,0,900
4339,MU5395,72,15,1,2,15,3,2,0,480
4340,9C8953,83,1,1,3,15,2,5,0,780
4341,MF8518,30,15,1,2,15,3,4,0,833
4342,HO1111,37,21,1,1,15,0,3,0,779
4343,9C8897,82,5,0,1,15,1,2,0,840
4344,FM9307,1,9,0,1,16,2,1,0,656
4345,FM9245,21,15,0,1,16,3,2,0,518
4346,FM9163,13,15,1,1,16,1,3,0,660
4347,9C8903,97,5,1,0,16,0,5,0,780
4348,FM9263,68,15,1,1,16,1,6,0,780
4349,FM9213,99,15,1,0,16,1,7,0,840
4350,CA1858,31,6,1,1,16,2,6,0,856
4351,MU5363,102,5,0,1,16,2,5,0,780
4352,FM9421,71,6,0,1,16,4,3,0,660
4353,HO1157,22,6,1,1,16,3,6,1,948
4354,MU5101,70,9,1,1,17,5,2,1,600
4355,FM9415,46,15,0,1,16,5,8,1,886
4356,MU511,5,9,0,1,17,6,6,1,838
4357,MU2285,63,2,1,1,17,4,5,2,660
4358,FM9217,20,15,1,1,17,5,5,2,660
4359,FM9331,111,15,1,1,17,6,4,1,600
4360,MU5814,59,15,1,1,17,5,5,1,780
4361,FM9147,51,15,1,1,17,7,5,2,725
4362,MU9720,55,14,1,1,17,5,5,1,601
4363,HO1207,35,6,1,1,17,5,4,2,591
4364,MU721,8,2,1,1,17,4,11,4,1261
4365,FM9515,112,15,0,1,17,6,7,4,840
4366,HU7883,24,15,1,1,17,6,5,3,719
4367,FM9453,133,14,1,1,17,6,6,5,900
4368,FM9301,50,15,0,1,17,6,5,4,946
4369,HU7604,23,15,1,1,18,5,5,2,708
4370,MU2152,49,6,1,1,18,6,4,4,922
4371,FM815,2,21,0,1,18,6,2,4,989
4372,MU5151,41,9,1,1,18,7,2,5,1157
4373,MU5203,110,2,1,1,18,5,2,3,780
4374,FM9513,65,15,1,1,18,5,4,3,960
4375,MU5663,34,5,1,1,18,3,4,2,540
4376,CA1590,40,16,1,1,18,2,6,2,711
4377,MU5529,104,5,1,1,18,4,2,1,480
4378,FM9269,16,15,0,1,18,3,4,2,660
4379,FM9451,66,15,1,1,18,3,5,2,900
4380,MU5401,45,8,0,1,19,5,2,0,600
4381,9C8847,85,5,1,1,19,5,2,2,900
4382,MU5103,43,10,0,1,19,4,1,3,811
4383,9C8887,80,1,0,1,19,2,4,3,720
4384,MU5423,109,6,1,1,19,4,1,2,540
4385,MU5405,15,15,0,1,19,3,3,3,660
4386,MU5691,60,1,1,1,19,5,4,3,758
4387,FM9127,74,15,1,1,19,2,7,4,1080
4388,MU5333,56,2,0,1,20,5,3,2,600
4389,MU537,4,9,0,1,20,6,2,1,555
4390,FM9305,95,15,0,1,20,5,3,3,840
4391,FM9201,17,15,1,1,20,6,3,4,780
4392,MU5337,73,2,0,1,20,4,4,6,720
4393,MU5017,3,9,1,1,20,4,6,8,993
4394,CZ3548,42,21,0,1,20,4,8,8,1137
4395,CZ3576,61,2,0,1,20,5,6,7,1156
4396,HO1097,38,21,0,1,20,6,5,6,1021
4397,FM9251,75,15,0,1,20,4,8,9,1500
4398,FM9115,12,15,1,1,21,7,3,5,780
4399,MU5535,113,1,0,1,21,9,3,5,780
4400,MU5105,53,9,0,1,20,6,8,9,1275
4401,FM817,0,15,1,1,21,8,6,7,1042
4402,MU5153,44,9,0,1,21,6,8,9,1260
4403,MU5393,18,15,0,1,21,7,6,7,900
4404,9C8881,9,5,1,1,21,6,7,5,878
4405,SC4950,24,15,1,1,21,7,4,3,621
4406,HO1177,30,6,0,1,21,7,7,7,1095
4407,MU5513,52,6,1,1,21,7,6,7,1106
4408,FM9297,129,14,1,1,21,7,5,7,1140
4409,MU5303,62,15,0,1,21,7,3,8,1200
4410,MF8371,25,15,0,1,21,7,2,7,910
4411,CZ3592,59,15,0,1,21,9,0,7,915
4412,FM9399,128,14,0,1,21,8,1,9,1140
4413,CZ3534,46,9,0,1,22,1,3,4,577
4414,MF8574,33,15,0,1,22,3,2,3,410
4415,CA1534,27,15,1,1,22,4,3,4,482
4416,CA1832,41,17,0,1,22,2,8,5,683
4417,SC4668,31,15,1,1,23,4,4,2,540
4418,HO1209,28,6,1,1,23,5,5,3,633
4419,MU5107,39,9,0,1,23,6,4,3,542
4420,NS3220,35,15,1,1,23,5,7,3,814
4421,FM9391,14,15,0,1,23,7,4,3,780
4422,KN5738,49,15,1,1,23,5,6,4,931
4423,MU2506,50,15,0,1,23,6,4,3,565
4424,9C8823,11,5,0,1,23,6,6,4,780
4425,HU7606,37,9,0,1,23,7,3,3,616
4426,MU5665,57,1,1,1,23,7,4,4,813
4427,MU5143,107,5,1,1,23,6,2,3,600
4428,HO1211,34,6,1,1,23,6,1,3,676
4429,MU5305,45,9,0,1,23,6,1,3,703
4430,CA4544,22,15,0,1,24,2,4,4,493
4431,MU5275,51,1,1,1,24,2,7,5,669
4432,KN2318,55,15,1,1,24,3,7,6,755
4433,NX137,1,2,1,1,24,4,7,7,726
4434,CZ3524,43,21,0,1,24,5,6,6,794
4435,MU2409,52,15,1,1,24,6,5,7,782
4436,CZ3966,60,2,0,1,24,6,8,7,987
4437,CA1502,40,10,0,1,24,7,6,4,716
4438,ZH9522,23,5,1,1,24,7,7,7,1132
4439,CA4516,24,2,0,1,24,8,7,5,917
4440,FM9457,20,15,1,1,25,8,3,3,540
4441,CZ3908,53,8,0,1,24,8,7,7,1160
4442,9C8837,10,1,1,1,24,7,7,6,1038
4443,MU5341,47,5,0,1,25,8,5,7,1076
4444,MU2219,58,6,0,1,25,7,5,8,1200
4445,HU7608,42,10,0,1,25,7,3,7,1013
4446,CZ3262,61,15,1,1,25,8,3,7,978
4447,MU5109,29,9,0,1,25,8,3,6,1013
4448,FM9465,26,15,0,1,25,7,4,5,735
4449,FM9573,25,15,1,1,25,4,4,2,410
4450,MU5301,69,9,0,1,25,4,3,2,353
4451,FM9357,33,15,1,1,25,5,3,4,725
4452,MU2154,56,15,1,1,25,5,5,5,955
4453,MU5802,30,21,1,1,25,4,7,8,1177
4454,MF8512,21,15,1,1,26,6,2,3,303
4455,9C8855,9,5,0,1,26,5,6,7,1080
4456,MU2469,52,15,0,1,26,6,1,3,371
4457,CA1837,38,9,0,1,26,6,7,7,906
4458,9C8865,99,5,1,1,26,5,8,10,1380
4459,MU5427,49,15,0,1,26,5,4,6,769
4460,MU5647,27,5,1,1,26,5,4,2,471
4461,CZ3554,70,9,0,1,26,7,3,1,440
4462,CA1520,45,19,1,1,26,6,6,5,1005
4463,CZ8243,41,19,0,1,26,6,3,3,759
4464,MU5111,44,9,1,1,27,6,1,3,528
4465,FM9333,31,15,0,1,27,5,4,4,801
4466,FM9371,35,15,0,1,27,6,5,4,974
4467,MU5519,126,15,0,1,27,4,3,0,306
4468,HO1159,28,6,0,1,27,5,1,2,419
4469,9C8829,96,1,0,1,27,4,4,5,900
4470,MU2156,34,1,1,1,27,5,6,5,902
4471,KA813,5,9,1,1,27,5,4,6,810
4472,FM9309,37,15,1,1,27,5,4,4,616
4473,HO1113,22,1,0,1,27,4,5,6,806
4474,9C8807,97,1,1,1,27,3,5,6,960
4475,FM9103,50,15,1,1,27,6,4,6,838
4476,MU5804,57,15,1,1,28,6,2,3,596
4477,NH970,4,20,0,1,28,5,5,5,851
4478,9C8947,11,5,1,1,28,7,3,5,878
4479,MU2508,59,15,0,1,28,5,3,4,609
4480,MU9726,36,14,1,1,28,5,3,4,681
4481,FM9063,64,15,1,1,28,5,4,4,720
4482,CA1532,40,10,1,1,28,4,7,5,730
4483,CZ3532,51,15,1,1,28,4,6,6,727
4484,MU5271,55,1,0,1,28,4,4,6,705
4485,NX109,2,6,1,1,28,5,4,7,795
4486,MU2434,39,5,0,1,28,5,3,6,730
4487,MU5345,60,15,0,1,29,6,3,7,802
4488,MU2403,72,15,1,1,29,7,4,7,900
4489,MU5113,43,9,1,1,29,8,5,7,985
4490,FM9329,61,15,0,1,29,4,5,3,600
4491,FM9219,24,15,0,1,29,4,5,3,683
4492,9C8765,98,5,1,1,29,5,4,2,780
4493,MU2158,56,2,1,1,29,5,2,3,651
4494,MU5097,1,9,0,1,29,6,2,4,667
4495,TV9866,29,8,0,1,29,6,1,4,561
4496,9C8775,10,5,1,1,29,6,3,5,1041
4497,SC4664,25,15,1,1,30,4,2,3,504
4498,HO1201,30,21,0,1,30,2,2,2,524
4499,SC4864,22,15,1,1,30,3,2,3,463
4500,MU5307,47,15,1,1,30,3,8,6,1030
4501,MU5155,32,5,1,1,30,3,8,6,1123
4502,HO1121,33,6,1,1,30,4,7,4,873
4503,FM9209,113,15,1,1,30,6,4,3,600
4504,HO1215,26,6,1,1,30,5,5,5,723
4505,CZ3538,46,21,1,1,30,5,6,5,912
4506,MU5515,58,6,1,1,30,8,3,4,808
4507,MU5347,49,6,0,1,30,7,5,4,1073
4508,FM9403,38,15,0,1,31,8,3,3,771
4509,MF8586,35,15,0,1,30,8,5,5,1158
4510,HO1249,31,6,0,1,31,5,2,3,693
4511,FM845,3,9,1,1,31,5,1,3,635
4512,CZ6982,44,20,0,1,31,6,3,4,873
4513,MU5429,52,5,0,1,31,5,6,6,1312
4514,MU5806,57,15,1,1,31,4,2,4,762
4515,MU2160,50,6,1,1,31,4,1,5,811
4516,FM9375,23,6,0,1,31,3,0,6,686
4517,CZ3558,59,2,0,1,32,0,6,9,1011
4518,MU5543,63,1,1,1,32,2,3,4,600
4519,MU2055,2,2,1,1,32,1,8,10,1094
4520,MU5439,51,2,1,1,32,3,6,8,970
4521,CZ3540,45,19,1,1,32,4,4,7,866
4522,FM9549,21,15,0,1,32,6,3,7,960
4523,FM823,4,15,0,1,32,5,7,9,1102
4524,FM9207,60,15,0,1,33,5,5,5,719
4525,FM9423,28,15,0,1,33,7,4,6,849
4526,FM9373,34,15,1,1,33,6,4,8,1020
4527,CZ6974,55,15,0,1,33,6,2,5,693
4528,FM9185,25,15,1,1,33,4,6,5,843
4529,MU5115,42,9,1,1,33,5,4,6,1020
4530,MU2522,32,15,0,1,33,5,4,5,891
4531,SC4670,33,15,1,1,33,5,2,3,470
4532,9C8995,9,5,0,1,33,4,4,4,839
4533,FM9521,36,15,1,1,33,4,3,5,900
4534,MU239,0,6,1,1,34,4,3,5,934
4535,HO1155,37,21,0,1,34,4,2,4,1009
4536,FM9361,31,15,0,1,34,3,1,3,780
4537,MU5313,29,8,1,1,34,3,1,2,643
4538,MF8522,26,15,1,1,34,2,4,4,484
4539,9C8949,10,1,1,1,34,1,7,7,849
4540,CZ3526,43,9,1,1,34,1,6,7,823
4541,HO1221,22,6,1,1,35,3,6,4,602
4542,MU5385,56,1,0,1,35,4,7,5,720
4543,FM9116,109,15,1,1,35,6,5,5,720
4544,FM9501,35,15,1,1,35,5,6,6,880
4545,MU5117,53,9,1,1,35,6,3,5,720
4546,MU5353,44,9,0,1,35,6,6,7,904
4547,MU5689,49,15,0,1,35,6,4,5,660
4548,9C8885,11,1,1,1,35,6,6,7,979
4549,MU5219,47,6,0,1,35,7,6,7,964
4550,FM9425,1,15,0,1,35,5,5,4,735
4551,MU5808,46,8,1,1,35,4,5,4,840
4552,MU2405,50,15,1,1,35,6,3,3,762
4553,MF8578,23,15,0,1,35,5,4,5,916
4554,SC4666,21,15,1,1,35,5,2,3,731
4555,MU5810,52,15,1,1,35,6,2,4,795
4556,9C8895,98,5,1,1,36,6,2,5,900
4557,FM9327,118,21,1,1,36,2,3,4,780
4558,MU5517,34,6,1,1,36,2,5,5,795
4559,MU2994,51,2,0,1,36,3,4,3,619
4560,HO1193,39,21,0,1,36,3,4,5,645
4561,9C8931,96,5,1,1,36,2,5,5,960
4562,MU2166,58,2,0,1,36,5,3,3,668
4563,HO1143,28,6,1,1,36,4,4,4,892
4564,OZ3625,2,9,0,1,36,5,2,3,864
4565,MU5119,40,10,1,1,37,5,3,2,660
4566,HO1079,25,1,0,1,37,4,3,3,622
4567,MF8510,24,15,0,1,37,3,3,2,559
4568,SC4674,31,15,1,1,37,2,4,3,692
4569,HO1133,32,6,1,1,37,3,4,3,710
4570,MU5355,62,1,0,1,37,4,2,3,375
4571,MU5157,38,9,1,1,37,3,3,5,720
4572,FM9363,33,14,0,1,37,4,2,3,428
4573,MU5209,60,15,0,1,37,4,4,6,690
4574,FM9395,36,15,0,1,38,3,1,2,307
4575,MU5581,61,2,1,1,38,2,2,6,740
4576,KE816,4,19,0,1,38,3,2,7,845
4577,MU5579,27,5,0,1,38,3,1,3,534
4578,MU5549,23,5,0,1,38,1,0,4,549
4579,MU5411,49,15,0,1,38,0,4,5,720
4580,9C8803,9,1,0,1,39,1,4,7,900
4581,KN5956,48,15,1,1,39,2,7,8,844
4582,MF8542,22,15,0,1,39,4,6,7,770
4583,CA1518,41,19,1,1,39,5,3,4,534
4584,MU5357,100,6,0,1,39,3,7,9,1140
4585,FM9313,55,15,1,1,39,7,0,4,502
4586,HX239,6,9,1,1,39,4,5,10,1221
4587,MU5121,3,9,1,1,39,4,5,8,1020
4588,CZ6584,53,9,0,1,39,6,6,9,1125
4589,MU5413,21,1,0,1,40,3,3,2,337
4590,9C8737,10,1,1,1,39,7,6,9,1380
4591,MU2168,13,9,0,1,40,5,2,2,532
4592,BR771,5,9,0,1,40,4,4,4,795
4593,CA1528,28,15,1,1,40,5,1,2,613
4594,9C8853,11,1,1,1,40,4,4,5,1020
4595,KN2218,51,15,1,1,40,4,3,4,651
4596,HU7610,29,9,1,1,40,2,2,3,311
4597,MU2512,50,15,0,1,40,2,2,4,475
4598,FM9321,24,15,0,1,40,3,3,5,583
4599,SC1168,33,15,1,1,40,2,2,4,535
4600,MU5350,34,5,1,1,41,3,2,3,581
4601,MU5812,57,15,1,1,41,2,2,3,772
4602,MU5415,32,1,0,1,41,3,1,1,378
4603,CZ3626,56,2,0,1,41,2,2,2,698
4604,HO1241,36,1,1,1,41,2,2,1,595
4605,MU5523,58,6,1,1,41,1,4,4,791
4606,MU2170,2,9,0,1,41,2,3,5,871
4607,MU5577,55,1,1,1,41,3,1,4,755
4608,MU5359,117,9,0,1,41,2,2,5,900
4609,MU2407,61,15,1,1,42,4,1,3,837
4610,MU5315,59,15,1,1,42,2,2,4,720
4611,CZ3588,60,2,0,1,42,1,3,3,684
4612,HO1235,22,6,0,1,42,2,2,2,595
4613,HO1151,31,6,1,1,42,3,1,4,566
4614,MF8548,24,15,0,1,42,2,4,6,889
4615,MF8536,23,14,0,1,43,2,3,6,801
4616,CA4542,26,15,0,1,43,3,1,3,590
4617,MU2514,48,15,0,1,43,2,1,4,720
4618,MU5123,54,9,1,1,43,3,1,5,780
4619,MU5559,49,5,0,1,43,1,0,4,415
4620,MU2128,50,5,0,1,44,0,1,5,600
4621,9C8955,99,5,1,1,44,1,0,8,960
4622,SC4732,27,15,0,1,45,0,1,5,776
4623,NX105,8,2,0,1,45,1,0,6,841
4624,MF8546,26,14,0,1,45,0,0,2,511
4625,MU5309,47,15,1,1,46,0,0,4,840
4626,MU5125,37,9,1,1,47,0,0,7,780
4627,MU5159,46,9,1,1,48,0,0,6,900
4628,MU5331,30,9,1,1,1,0,1,1,840
4629,FM9107,35,15,1,1,1,1,0,1,840
4630,9C8929,9,5,1,1,4,0,0,0,900
4631,MU5539,50,5,0,1,12,0,0,0,415
4632,KN2300,130,15,0,1,13,0,0,0,840
4633,9C8917,10,1,0,0,13,0,3,0,517
4634,FM9279,61,15,0,1,13,0,3,0,600
4635,MU5459,47,5,0,1,13,1,3,0,600
4636,MU5633,63,5,0,1,14,2,2,0,660
4637,9C8827,81,5,1,0,13,1,3,0,900
4638,9C8821,119,1,1,0,14,1,3,0,660
4639,FM9535,57,14,1,1,14,1,4,0,595
4640,FM9205,15,15,0,1,14,1,6,0,540
4641,9C8957,97,5,0,0,14,1,7,0,660
4642,FM9073,52,15,1,1,14,2,6,0,606
4643,FM9537,18,15,0,1,14,2,4,0,600
4644,MU5451,115,2,1,0,14,1,6,0,840
4645,FM9231,128,14,1,1,14,3,3,0,780
4646,FM9227,55,15,0,1,14,3,2,0,840
4647,MU5137,38,9,1,1,14,4,1,0,797
4648,9C8819,96,1,0,0,14,2,5,0,1080
4649,9C8845,99,5,1,0,15,2,4,0,780
4650,9C8835,85,5,0,0,15,2,4,0,660
4651,9C8815,11,1,0,0,15,3,5,0,840
4652,MU5389,48,6,0,1,15,0,5,0,681
4653,HO1095,24,1,1,1,15,1,5,0,727
4654,9C8607,100,5,1,0,15,2,4,0,840
4655,FM9307,19,15,1,1,15,2,3,0,600
4656,9C8897,118,1,0,0,15,2,2,0,660
4657,MU5571,40,15,1,1,15,3,5,0,923
4658,MU5395,129,15,0,1,15,3,4,0,1020
4659,FM9245,20,15,0,1,16,2,4,0,600
4660,9C8903,82,1,1,0,16,0,2,0,540
4661,HO1217,32,6,1,1,16,4,3,0,649
4662,FM9213,51,15,1,1,16,3,5,0,836
4663,FM9421,112,6,0,1,16,3,3,0,540
4664,FM9415,49,15,0,1,16,3,6,0,660
4665,HO1157,22,6,1,1,16,4,5,0,657
4666,MU5814,14,15,1,1,16,3,9,0,1140
4667,MU5363,71,5,0,1,16,4,6,0,780
4668,9C8909,83,5,0,1,16,5,7,0,960
4669,MU5101,43,9,1,1,16,6,7,0,943
4670,MU511,5,9,0,1,16,7,8,1,1080
4671,MU9720,58,14,1,1,16,4,12,1,1481
4672,MU5401,44,8,1,1,17,7,6,1,760
4673,FM9217,36,15,1,1,17,6,11,1,1104
4674,CZ3590,45,9,1,1,17,9,7,2,664
4675,FM9147,73,15,1,1,17,7,10,3,960
4676,FM9453,68,14,1,1,17,6,12,3,1320
4677,HU7604,26,15,1,1,17,8,6,2,669
4678,HO1119,39,21,1,1,17,9,4,2,745
4679,FM9515,31,15,0,1,17,8,10,3,1299
4680,MU2152,59,6,1,1,17,8,12,5,1449
4681,FM851,3,9,0,1,17,9,10,5,1412
4682,MU2285,108,2,1,1,17,10,6,5,1260
4683,HU7883,35,15,1,1,17,10,5,5,1238
4684,FM9263,56,15,0,1,17,8,7,6,1480
4685,MU721,1,9,1,1,17,10,4,4,1209
4686,MU5151,37,9,1,1,17,10,3,5,1246
4687,FM9163,23,15,1,1,18,9,0,4,1020
4688,FM9331,125,15,1,1,18,9,1,5,1260
4689,FM815,4,21,0,1,18,8,3,6,1477
4690,MU5103,42,10,1,1,18,1,4,6,660
4691,MU5509,65,2,1,1,18,2,4,5,720
4692,9C8847,98,5,1,1,18,1,6,7,1140
4693,MU5203,114,6,1,1,18,3,6,6,960
4694,FM9451,17,15,1,1,19,5,5,3,960
4695,CA1590,41,17,1,1,19,6,5,3,1006
4696,MU5663,79,5,0,1,19,5,5,4,1140
4697,MU5691,107,5,1,1,19,4,3,2,960
4698,FM9301,66,15,1,1,19,5,6,2,1080
4699,9C8887,84,1,0,1,19,6,6,2,1080
4700,FM9513,120,15,1,1,19,6,6,3,1140
4701,MU5405,72,15,0,1,19,5,5,2,900
4702,FM9201,116,15,1,1,19,4,4,3,780
4703,MU5423,64,6,1,1,19,5,3,4,840
4704,FM9127,104,15,1,1,20,6,4,6,1080
4705,MU537,2,9,0,1,19,6,5,7,1320
4706,MU5153,29,9,1,1,20,6,3,6,1116
4707,FM9305,126,15,1,1,20,4,2,4,780
4708,HO1255,33,5,1,1,20,4,1,4,677
4709,NX137,7,2,1,1,20,5,2,3,807
4710,MF8502,21,15,0,1,20,1,4,2,587
4711,FM9251,101,15,1,1,20,2,4,3,600
4712,MU5105,46,9,1,1,21,3,6,5,751
4713,CZ3548,53,20,1,1,21,4,6,5,800
4714,HO1177,22,6,1,1,21,5,6,6,888
4715,SC4862,24,15,1,1,21,7,4,2,590
4716,FM9115,117,15,1,1,21,5,7,6,1020
4717,FM9399,67,14,0,1,21,5,9,7,1260
4718,HO1097,38,21,0,1,21,6,7,5,982
4719,FM9297,70,14,0,1,21,7,7,5,780
4720,MU5513,50,6,1,1,21,7,6,5,754
4721,SC4950,23,15,1,1,21,8,5,6,836
4722,MU5393,109,15,1,1,21,8,3,6,780
4723,FM9269,74,15,0,1,21,8,6,7,1020
4724,9C8823,10,5,0,1,21,7,5,4,840
4726,SC4662,36,15,1,1,21,9,3,5,997
4727,MU5303,90,15,1,1,22,6,2,1,540
4728,CZ3592,57,15,0,1,21,8,3,6,1189
4729,MU5665,75,6,0,1,22,7,1,2,720
4730,9C8881,9,5,1,1,22,7,2,3,792
4731,HO1209,31,6,1,1,22,2,4,1,502
4732,SC4668,35,15,1,1,22,3,3,1,544
4733,MU5333,30,9,1,1,22,4,3,1,540
4734,CA1832,41,17,1,1,22,3,4,3,710
4735,MF8574,34,15,0,1,22,5,3,4,770
4736,NS3220,28,15,1,1,23,4,1,4,550
4737,MU2506,61,15,0,1,23,3,2,6,780
4738,MU5107,43,9,1,1,23,3,0,4,569
4739,CZ3534,54,20,1,1,23,0,3,2,476
4740,KN5738,55,15,1,1,23,3,1,3,510
4741,FM9391,93,15,1,1,23,1,2,5,960
4742,CA1534,26,15,1,1,23,2,6,8,1155
4743,HU7606,37,9,1,1,23,3,5,7,847
4744,9C8837,11,1,1,1,24,4,2,3,517
4745,MU5275,52,6,1,1,24,2,5,6,724
4746,MU5305,44,9,1,1,24,5,2,6,798
4747,KN2318,60,15,1,1,24,3,7,9,1097
4748,CA4544,27,15,0,1,24,5,5,10,1112
4749,MU5337,102,2,1,1,24,5,4,9,1020
4750,MF8512,21,15,1,1,24,4,5,6,730
4751,MU5643,76,5,1,1,24,5,4,4,720
4752,FM9457,47,15,1,1,24,3,5,7,1005
4753,MU2219,51,6,0,1,25,4,3,4,720
4754,CZ3524,45,19,1,1,24,5,6,6,1123
4755,FM9467,22,15,0,1,25,5,4,4,1070
4756,MU2409,56,15,1,1,25,6,3,5,1128
4757,CZ3908,46,8,1,1,25,4,3,4,964
4758,CZ3262,58,15,1,1,25,5,3,4,793
4759,CA197,2,9,0,1,25,5,4,5,1044
4760,MU5301,39,9,1,1,25,3,3,7,915
4761,FM9573,24,15,1,1,25,3,2,5,764
4762,MU5802,38,21,1,1,25,4,2,6,932
4763,MU2469,35,15,0,1,26,3,1,3,600
4764,FM9357,23,15,1,1,26,3,2,4,778
4765,CZ8243,43,9,0,1,26,2,5,2,646
4766,MU2154,110,1,1,1,26,1,5,4,780
4767,MU5109,29,9,1,1,26,4,5,6,780
4768,MU5427,57,15,0,1,26,3,8,8,1095
4769,9C8855,99,1,1,1,26,4,7,7,1140
4770,9C8865,9,5,1,1,26,5,7,8,1212
4771,FM9371,54,15,0,1,27,5,6,9,1291
4772,MU5804,61,15,1,1,27,6,5,6,912
4773,MU5519,80,15,0,1,27,5,7,9,1380
4774,MU2156,26,1,1,1,27,8,2,6,811
4775,9C8829,10,5,0,1,27,6,7,10,1456
4776,KA813,5,7,1,1,27,7,4,7,1117
4777,MU2508,50,15,0,1,27,7,6,8,1440
4778,FM9103,34,15,1,1,27,6,2,7,993
4779,HO1269,27,1,0,1,27,7,2,9,1213
4780,SC8744,33,15,1,1,28,5,4,6,1128
4781,NH970,4,20,0,1,28,5,4,6,1027
4782,MU5341,48,1,1,1,28,2,4,3,720
4783,MU5647,52,1,0,1,28,3,4,2,540
4784,CZ3532,44,8,1,1,28,4,4,4,624
4785,MU9726,60,14,1,1,28,4,5,5,826
4786,MU5113,37,9,1,1,28,5,3,6,704
4787,MU2434,47,5,0,1,28,4,1,5,660
4788,FM9063,94,15,1,1,28,4,6,8,1260
4789,NX109,7,2,1,1,28,4,5,7,1129
4790,9C8765,98,5,1,1,28,5,3,6,1020
4791,FM9219,32,15,1,1,29,5,2,4,887
4792,MU5097,2,9,0,1,29,4,2,4,899
4793,9C8807,82,5,0,1,29,4,2,4,900
4794,MU5155,59,5,1,1,29,2,5,6,890
4795,TV9866,29,8,0,1,29,2,4,6,724
4796,FM9333,28,15,1,1,30,4,2,3,480
4797,9C8947,10,1,1,1,29,2,5,6,960
4798,MU5307,58,15,1,1,30,3,6,4,934
4799,9C8775,9,1,1,1,30,5,4,4,959
4800,SC4664,25,15,1,1,30,5,2,3,757
4801,MU5271,75,6,1,1,30,4,2,4,900
4802,SC4864,35,15,1,1,30,4,3,4,716
4803,8L9888,22,5,0,1,30,5,3,5,843
4804,HO1215,27,6,1,1,30,2,4,3,527
4805,FM9209,61,15,1,1,30,3,6,6,854
4806,FM9329,24,15,0,1,31,3,6,6,780
4807,HO1125,39,6,1,1,31,3,6,7,859
4808,FM9403,56,15,0,1,31,4,5,8,950
4809,MU5115,38,9,1,1,31,5,3,5,636
4810,MU5429,48,5,0,1,31,4,6,8,978
4811,FM9161,34,15,0,1,31,6,5,8,960
4812,MF8586,21,15,0,1,31,6,8,11,1411
4813,MF8582,26,15,0,1,31,5,5,8,1025
4814,FM845,3,9,1,1,31,6,8,12,1530
4815,CZ6982,46,20,1,1,31,5,6,8,1111
4816,MU5806,69,8,1,1,31,5,5,9,1080
4817,MU5111,106,9,1,1,32,7,4,7,900
4818,MU2160,50,6,1,1,31,7,5,10,1265
4819,MU2403,55,15,1,1,31,6,7,11,1500
4820,MU5515,51,6,1,1,32,6,6,12,1380
4821,FM9375,33,6,0,1,32,6,5,10,1309
4822,MU5543,108,1,1,1,32,5,7,11,1200
4823,CZ3540,54,21,0,1,32,6,6,10,1240
4824,FM823,4,15,0,1,32,5,5,8,1140
4825,FM9521,57,15,0,1,32,5,6,6,1042
4826,FM9549,58,15,0,1,33,5,5,3,638
4827,MU2055,1,2,1,1,32,6,7,7,1169
4828,MU5117,14,9,1,1,33,6,6,3,840
4829,FM9207,68,15,1,1,33,7,5,3,960
4830,MU5439,47,6,1,1,33,5,4,5,766
4831,MU5347,13,9,1,1,33,6,4,6,900
4832,CI202,6,9,0,1,33,6,4,7,934
4833,FM9423,95,15,0,1,33,6,5,7,1020
4834,MU5385,63,6,0,1,33,6,6,5,900
4835,CZ6974,59,15,1,1,33,4,5,2,652
4836,MF8522,21,15,0,1,33,4,6,1,518
4837,MU2522,60,15,0,1,33,5,5,1,484
4838,MU5313,44,8,0,1,33,4,6,2,716
4839,9C8995,11,1,0,1,33,6,3,3,670
4840,MU5808,70,8,1,1,33,5,4,3,840
4841,FM9185,52,15,1,1,34,5,3,5,722
4842,HO1155,37,21,1,1,34,6,2,4,736
4843,HO1221,28,6,0,1,34,6,1,6,835
4844,TV9882,29,8,0,1,34,4,2,5,659
4845,FM9501,56,15,0,1,34,1,6,5,780
4846,9C8949,98,1,1,1,34,2,7,6,900
4847,FM9116,33,15,0,1,34,3,5,5,695
4848,MU5119,45,10,1,1,34,2,7,6,882
4849,MU2158,64,5,1,1,34,4,5,6,900
4850,FM9361,31,15,1,1,35,5,4,7,863
4851,KA883,5,2,1,1,35,6,5,8,1037
4852,MU5219,48,6,0,1,35,7,4,6,879
4853,CA1518,42,21,1,1,35,6,4,6,1002
4854,FM9425,25,15,0,1,35,6,4,5,924
4855,ZH9512,32,5,1,1,35,5,4,3,797
4856,9C8931,9,5,0,1,35,5,4,3,780
4857,SC4850,26,15,1,1,35,5,4,3,791
4858,9C8895,10,5,0,1,35,4,2,3,540
4859,9C8885,99,1,1,1,35,4,4,4,840
